age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,1,0,2,Nonfiler,Not in universe,Tennessee,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,India,Columbia,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
,Private,34,8,Some college but no degree,0,Not in universe,Divorced,Hospital services,Professional specialty,White,All other,Male,Not in universe,Not in universe,Full-time schedules,0,1,6,Single,Not in universe,Indiana,Nonfamily householder,Householder,Not in universe under 1 year old,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
,Private,36,33,10th grade,0,Not in universe,Married-spouse absent,Not in universe or children,Not in universe,White,Central or South American,Female,Not in universe,Job leaver,Children or Armed Forces,3,0,6,Head of household,West,New Hampshire,Householder,Householder,No,1,Not in universe, Ecuador,,Cuba,Native- Born abroad of American Parent(s),0,Not in universe,2,26,94,0
,Not in universe,0,0,Children,1,Not in universe,Never married,Not in universe or children,Not in universe,White,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,5,0,0,Nonfiler,Not in universe,Illinois,Child <18 never marr not in subfamily,Other relative of householder,Yes,0,Neither parent present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
,Private,43,33,5th or 6th grade,0,Not in universe,Married-civilian spouse present,Business and repair services,Other service,White,Mexican (Mexicano),Female,Not in universe,Not in universe,PT for non-econ reasons usually FT,4,0,5,Joint both under 65,Not in universe,Alabama,Spouse of householder,Spouse of householder,Not in universe under 1 year old,2,Not in universe,Mexico,Mexico,Mexico,Foreign born- Not a citizen of U S,0,Not in universe,2,41,95,1
,Private,32,17,Some college but no degree,732,Not in universe,Married-civilian spouse present,Retail trade,Sales,White,All other,Male,Not in universe,Not in universe,Full-time schedules,0,1,7,Joint both under 65,Not in universe,Connecticut,Nonfamily householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,0
,Not in universe,0,0,Children,1,Not in universe,Never married,Not in universe or children,Not in universe,White,Puerto Rican,Male,Not in universe,Not in universe,Children or Armed Forces,12,0,10,Nonfiler,Not in universe,Iowa,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Mother only present,Puerto-Rico,Puerto-Rico,Puerto-Rico,Native- Born in Puerto Rico or U S Outlying,0,Not in universe,0,0,95,0
, Not in universe,0,0, Some college but no degree,0, College or university, Never married, Not in universe or children, Not in universe, Amer Indian Aleut or Eskimo, All other, Female, Not in universe, Not in universe, Not in labor force,5,1786,3, Single, Not in universe,Ohio, Child 18+ never marr Not in a subfamily, Child 18 or older, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,4,95,0
, Private,43,29, Some college but no degree,0, Not in universe, Married-civilian spouse present, Social services, Professional specialty, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,2,0,4, Joint both under 65, Not in universe,Maine, Householder, Householder, Yes,6, Not in universe, Philippines, China, Vietnam, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,0
, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,11,0,5, Nonfiler, Not in universe,North Dakota, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
,Private,35,2,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present,Finance insurance and real estate,Adm support including clerical,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,174,Joint both under 65,Not in universe,Mississippi,Householder,Householder,Yes,2,Not in universe,Italy,Guatemala,Germany,Foreign born- U S citizen by naturalization,0,Not in universe,2,19,94,0
, Self-employed-not incorporated,4,31, High school graduate,0, Not in universe, Never married, Agriculture, Precision production craft & repair, White, Mexican-American, Male, No,Job leaver, Unemployed full-time,5,0,4, Single, Not in universe,North Carolina, RP of unrelated subfamily, Child 18 or older, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,10,95,0
,Private,38,2,Some college but no degree,520,Not in universe,Never married,Education,Professional specialty,White,All other,Male,Not in universe,Not in universe,Full-time schedules,6,0,4,Single,Not in universe,Michigan,Nonfamily householder,Householder,Not in universe under 1 year old,6,Not in universe,Outlying-U S (Guam USVI etc),England,,Native- Born abroad of American Parent(s),2,Not in universe,2,52,95,0
,Not in universe,0,0,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,PT for non-econ reasons usually FT,4,0,12,Joint both under 65,Not in universe,Illinois,Spouse of householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
,Private,7,11,Associates degree-occup /vocational,0,Not in universe,Never married,Hospital services,Professional specialty,Asian or Pacific Islander,All other,Female,Not in universe,Job leaver,Full-time schedules,0,0,0,Single,Not in universe,Wisconsin,Grandchild 18+ spouse of subfamily RP,Other relative of householder,Not in universe under 1 year old,6,Not in universe,Scotland, Scotland,Haiti,Foreign born- Not a citizen of U S,0,Not in universe,2,52,95,0
, Local government,44,25, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Female, No, Not in universe, Full-time schedules,0,0,10, Joint both under 65, Not in universe,Montana, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,52,95,0
,Not in universe,0,0,Children,0,College or university,Never married,Not in universe or children,Not in universe,White,Mexican-American,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,3,Nonfiler, Midwest,New Hampshire,Child <18 never marr not in subfamily,Child under 18 never married,No,0,Mother only present,Mexico,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
, Private,11,38, High school graduate,0, Not in universe, Divorced, Manufacturing-durable goods, Precision production craft & repair, White, All other, Male, No, Not in universe, Children or Armed Forces,7,0,7, Joint both under 65, Not in universe,Massachusetts, Householder, Householder, Yes,4, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,48,94,0
, Private,40,25, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Hospital services, Professional specialty, White, Central or South American, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,1, Joint both under 65, Not in universe,Delaware, Householder, Householder, Yes,5, Not in universe,Philippines, China, ?, Foreign born- U S citizen by naturalization,0, Not in universe,2,48,94,0
, Private,10,35, 9th grade,0, Not in universe, Never married, Manufacturing-durable goods, Transportation and material moving, White,Chicano, Male, Not in universe, Not in universe, Children or Armed Forces,8,0,4, Single, Not in universe,South Dakota, Secondary individual, Householder, No,6, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,0
,Not in universe,0,0,High school graduate,0,Not in universe,Widowed,Not in universe or children,Not in universe,Asian or Pacific Islander,Central or South American,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,4,Single,Abroad,Michigan,Child 18+ never marr Not in a subfamily,Nonrelative of householder,No,0,Not in universe,Jamaica,Trinadad&Tobago, Greece,Foreign born- Not a citizen of U S,0,Not in universe,2,0,94,0
,Private,36,3,Some college but no degree,0,Not in universe,Never married,Retail trade,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,2,0,5,Single,Not in universe,Maryland,Child 18+ never marr Not in a subfamily,Child 18 or older,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
, Private,33,33, Some college but no degree,0, Not in universe, Never married, Retail trade, Precision production craft & repair, Black, All other, Male, No, Not in universe, Full-time schedules,5,0,5, Joint both under 65, Not in universe,Virginia, Householder, Householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
,Not in universe,0,0,High school graduate,0,Not in universe,Widowed,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,0,1,5,Single,Not in universe,Alaska,Nonfamily householder,Householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Other, Central or South American, Female, Not in universe, Not in universe, Children or Armed Forces,13,0,4, Nonfiler, Not in universe,Rhode Island, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, Philippines, Nicaragua, England, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,95,0
,Private,37,2,1st 2nd 3rd or 4th grade,0,Not in universe,Married-civilian spouse present,Manufacturing-durable goods,Executive admin and managerial,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Children or Armed Forces,0,0,7,Joint both under 65,Not in universe,Illinois,Spouse of householder,Spouse of householder,Yes,2,Not in universe,Mexico,Mexico,Mexico,Foreign born- U S citizen by naturalization,0,Not in universe,2,52,94,0
,Private,0,0,High school graduate,0,College or university,Never married,Not in universe or children,Not in universe,Black,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,2,Single,South,Arizona,Child 18+ never marr Not in a subfamily,Child 18 or older,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,4,94,0
,Private,32,35,High school graduate,0,Not in universe,Married-civilian spouse present,Business and repair services,Precision production craft & repair,White,All other,Male,Not in universe,Not in universe,Full-time schedules,4,0,5,Joint both under 65,Not in universe,South Carolina,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,Mexico,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
, Not in universe,0,0, 9th grade,0, High school, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,2,0,5, Nonfiler, Not in universe,Mississippi, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
, Not in universe,0,0, High school graduate,0, College or university, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe,South Dakota, Child 18+ never marr Not in a subfamily, Child 18 or older, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,0,95,0
, Private,29,30, 9th grade,0, Not in universe, Divorced, Manufacturing-nondurable goods, Precision production craft & repair, White,Do not know, Male, No, Not in universe, Children or Armed Forces,0,0,2, Head of household, Not in universe,North Carolina, Householder, Householder, Yes,2, Not in universe, El-Salvador, Portugal, India, Native- Born in the United States,0, Not in universe,2,52,94,0
, Private,33,16, 10th grade,0, Not in universe, Never married, Retail trade, Sales, White, All other, Male, Not in universe, Re-entrant, Unemployed full-time,12,0,4, Single, Not in universe,West Virginia, Other Rel 18+ never marr not in subfamily, Other relative of householder, Not in universe under 1 year old,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
,Not in universe,0,0,High school graduate,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,0,0,8,Joint both under 65,Not in universe,Maryland,Spouse of householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
,Federal government,30,27,Associates degree-academic program,0,Not in universe,Married-civilian spouse present,Business and repair services,Adm support including clerical,White, All other,Male,Not in universe,Other job loser,Children or Armed Forces,6,0,4,Joint both under 65,West,South Dakota,Householder,Householder,No,6,Not in universe, Columbia, Holand-Netherlands,China,Foreign born- U S citizen by naturalization,0,Not in universe,2,37,94,0
, Private,30,38, High school graduate,1, Not in universe, Separated, Manufacturing-durable goods, Precision production craft & repair, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,9, Joint both under 65, Midwest,Georgia, Householder, Householder, No,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,37,94,0
, Self-employed-not incorporated,33,16, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Female, Not in universe, Not in universe, Full-time schedules,9,0,2946, Joint both under 65, Not in universe,Florida, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
, Not in universe,0,0, Less than 1st grade,0, Not in universe, Married-spouse absent, Not in universe or children, Not in universe, White, Mexican (Mexicano), Male, Not in universe, Not in universe, Not in labor force,7,0,2, Nonfiler, Not in universe,Wyoming, Nonfamily householder, Householder, Yes,0, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,94,0
,Not in universe,0,0,Children,1,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,4,0,4,Nonfiler,Not in universe,North Carolina,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
, Private,33,2, High school graduate,0, Not in universe, Married-civilian spouse present, Communications, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,146, Joint both under 65, Not in universe,Montana, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
,Private,30,26,Bachelors degree(BA AB BS),0,Not in universe,Married-civilian spouse present,Finance insurance and real estate,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,0,Joint both under 65,Not in universe,Nevada,Householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,0
, Not in universe,0,0, 5th or 6th grade,0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,3,0,2148, Nonfiler, Not in universe,Mississippi, Nonfamily householder, Householder, Not in universe under 1 year old,0, Not in universe, Italy, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
,Private,36,10,Doctorate degree(PhD EdD),0,Not in universe,Married-civilian spouse present,Medical except hospital,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,PT for non-econ reasons usually FT,2630,0,3,Joint both under 65,Not in universe,Oregon,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,0
, Private,33,16, High school graduate,0, Not in universe, Married-civilian spouse present, Business and repair services, Private household services, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,5,0,9, Joint both under 65, Not in universe,Colorado, Spouse of householder, Spouse of householder, Yes,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,18,94,0
,Not in universe,0,0,Children,1,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,6,Nonfiler,Not in universe,Connecticut,Other Rel 18+ ever marr RP of subfamily,Other relative of householder,Yes,0,Not in universe,Germany,Iran,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,8,0,3, Nonfiler, Not in universe,Connecticut, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
, Private,42,29, High school graduate,715, Not in universe, Widowed, Education, Other service, White, All other, Male, No, Not in universe, Full-time schedules,1,0,1, Single, Not in universe,Kansas, Nonfamily householder, Householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,0
, Private,48,0, High school graduate,0, Not in universe, Married-civilian spouse present, Business and repair services, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,5,0,8, Joint both under 65, Not in universe,North Carolina, Spouse of householder, Spouse of householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
, Private,33,32, High school graduate,0, Not in universe, Divorced, Finance insurance and real estate, Sales, Black, All other, Female, No, Not in universe, Children or Armed Forces,0,0,3, Head of household, South,Tennessee, Nonfamily householder, Householder, No,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,39,94,0
, Private,30,36, High school graduate,0, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Transportation and material moving, White, Other Spanish, Male, Not in universe, Other job loser, Full-time schedules,0,0,5, Joint both under 65, Not in universe,Massachusetts, Householder, Householder, Not in universe under 1 year old,6, Not in universe, China, Taiwan, India, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0
, Never worked,33,0, 10th grade,0, High school, Never married, Retail trade, Not in universe, White, Mexican (Mexicano), Female, Not in universe, New entrant, Unemployed full-time,0,0,8, Nonfiler, Not in universe,Illinois, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,3, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,12,95,0
, Self-employed-incorporated,30,2, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Executive admin and managerial, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Unemployed full-time,0,0,189, Joint both under 65, Northeast,Iowa, Spouse of householder, Spouse of householder, No,2, Not in universe, Outlying-U S (Guam USVI etc), Philippines, ?, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0
,Not in universe,0,0,Masters degree(MA MS MEng MEd MSW MBA),0,College or university,Separated,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,8,Nonfiler,West,Georgia,Secondary individual,Nonrelative of householder,No,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,26,94,0
,Not in universe,0,43,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,0,Nonfiler,Not in universe,Ohio,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
,Self-employed-incorporated,0,0,Some college but no degree,0,Not in universe,Divorced,Business and repair services,Not in universe,White,Central or South American,Male,Not in universe,Not in universe,Children or Armed Forces,9,0,0,Single,Not in universe,Mississippi,Householder,Householder,Yes,2,Not in universe,,Portugal,Guatemala,Foreign born- U S citizen by naturalization,0,Not in universe,2,52,94,0
,Not in universe,0,0,Children,1,Not in universe,Never married,Not in universe or children,Not in universe,White,Central or South American,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,4,Nonfiler,Not in universe,Vermont,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,Puerto-Rico,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
,Not in universe,0,0,11th grade,0,Not in universe,Divorced,Not in universe or children,Not in universe,Black,All other,Male,Not in universe,Re-entrant,Unemployed full-time,9,0,3,Nonfiler,Not in universe,Louisiana,Householder,Other relative of householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
, Private,33,17, High school graduate,0, Not in universe, Married-civilian spouse present, Business and repair services, Sales, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,4, Joint both under 65, Not in universe,Massachusetts, Spouse of householder, Spouse of householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
, Private,33,19, High school graduate,753, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Female, Not in universe, Re-entrant, Full-time schedules,0,0,6, Joint both under 65, Not in universe,Connecticut, Spouse of householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,0
, Self-employed-not incorporated,40,37, High school graduate,0, Not in universe, Married-civilian spouse present, Business and repair services, Protective services, White, All other, Male, Not in universe, Not in universe, PT for econ reasons usually PT,5,0,2, Joint both under 65, Not in universe,Oregon, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
,Private,33,24,Some college but no degree,0,Not in universe,Married-civilian spouse present,Retail trade,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Full-time schedules,5,1,7,Joint both under 65,Not in universe,Hawaii,Spouse of householder,Spouse of householder,Not in universe under 1 year old,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
, Self-employed-not incorporated,24,27, High school graduate,0, Not in universe, Married-civilian spouse present, Business and repair services, Other service, White, All other, Female, Not in universe,Job leaver, Full-time schedules,1,1,6, Joint both under 65, Not in universe,Illinois, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,38,95,1
,Private,33,33,5th or 6th grade,0,Not in universe,Married-civilian spouse present,Retail trade,Other service,White,Mexican (Mexicano),Female,Not in universe,Not in universe,Full-time schedules,3,0,7,Joint both under 65,Not in universe,Alabama,Spouse of householder,Spouse of householder,Not in universe under 1 year old,2,Not in universe,Mexico,Mexico,Mexico,Foreign born- Not a citizen of U S,0,Not in universe,2,52,95,0
,Private,45,29,Some college but no degree,0,Not in universe,Never married,Retail trade,Professional specialty,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,5,0,2,Single,Not in universe,Montana,Other Rel 18+ ever marr RP of subfamily,Child 18 or older,Yes,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
,Private,33,16,Some college but no degree,0,Not in universe,Married-civilian spouse present,Retail trade,Sales,White,All other,Male,No,Not in universe,Full-time schedules,0,0,5,Joint both under 65,Not in universe,North Dakota,Spouse of householder,Spouse of householder,Yes,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,94,0
, Private,33,41, 10th grade,0, High school, Never married, Retail trade, Handlers equip cleaners etc , White, Mexican (Mexicano), Female, Not in universe, Not in universe, Unemployed part- time,0,0,8, Single, Midwest,Idaho, Child <18 never marr not in subfamily, Child under 18 never married, No,6, Mother only present, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,12,95,0
,Not in universe,0,0,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Never married,Other professional services,Not in universe,Asian or Pacific Islander,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,4,Single,Not in universe,Pennsylvania,Nonfamily householder,Nonrelative of householder,Not in universe under 1 year old,6,Not in universe,El-Salvador,India, Cambodia,Foreign born- Not a citizen of U S,0,Not in universe,2,25,95,1
, Private,30,37, High school graduate,1532, Not in universe, Married-civilian spouse present, Manufacturing-durable goods, Transportation and material moving, White, All other, Male, Not in universe, Not in universe, Full-time schedules,4,0,4, Joint both under 65, Not in universe,Maryland, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Asian or Pacific Islander, Central or South American, Female, Not in universe, Not in universe, Children or Armed Forces,14,0,9, Nonfiler, Not in universe,South Dakota, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, Poland, ?, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,7,0,5, Nonfiler, Not in universe,Florida, Child <18 never marr not in subfamily, Other relative of householder, Not in universe under 1 year old,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
,Not in universe,0,0,High school graduate,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,6,0,5,Joint both under 65,Not in universe,Nevada,Householder,Householder,Yes,3,Not in universe,England,,,Native- Born abroad of American Parent(s),2,Not in universe,2,0,94,0
, Not in universe,0,0, High school graduate,0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,1,7, Joint both under 65, Not in universe,North Dakota, Spouse of householder, Spouse of householder, Not in universe under 1 year old,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,0,95,0
, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,10, Nonfiler, Northeast,Rhode Island, Grandchild <18 never marr not in subfamily, Other relative of householder, No,0, Neither parent present, ?, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
,Private,32,25,Some college but no degree,0,Not in universe,Never married,Retail trade,Private household services,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Full-time schedules,0,0,8,Joint both under 65,Not in universe,Maryland,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,5,Not in universe,Taiwan,Mexico,Ireland,Foreign born- Not a citizen of U S,2,Not in universe,2,52,95,0
,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,2,Nonfiler,Northeast,Utah,Child <18 never marr not in subfamily,Child under 18 never married,No,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
,Self-employed-incorporated,42,10,Associates degree-occup /vocational,0,Not in universe,Married-civilian spouse present,Education,Professional specialty,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,8,Joint both under 65,Not in universe,North Carolina,Spouse of householder,Spouse of householder,Yes,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,38,94,0
,Private,30,3,Bachelors degree(BA AB BS),0,Not in universe,Married-civilian spouse present,Manufacturing-durable goods,Transportation and material moving,White,All other,Male,Not in universe,Not in universe,Full-time schedules,3,0,0,Joint both under 65,Not in universe,New Hampshire,Householder,Householder,Not in universe under 1 year old,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
, Not in universe,0,0, Children,1, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,4,0,5, Nonfiler, Not in universe,North Dakota, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
