age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
20,Not in universe,0,0,7th and 8th grade,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Children or Armed Forces,0,0,5,Nonfiler,West,Rhode Island,Child <18 never marr not in subfamily,Child under 18 never married,No,0,Mother only present,Mexico,Mexico,Mexico,Foreign born- Not a citizen of U S,0,Not in universe,0,0,94,0
18, Not in universe,0,0, High school graduate,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,6, Nonfiler, Not in universe,Utah, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
1, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,7,0,1, Nonfiler, Not in universe,Georgia, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
69,Not in universe,0,0,Some college but no degree,0,Not in universe,Separated,Not in universe or children,Not in universe,White,Mexican-American,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,5,Nonfiler,West,Nevada,Householder,Householder,No,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
15,Private,0,25,10th grade,0,Not in universe,Never married,Retail trade,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,4,Joint one under 65 & one 65+,Not in universe,Arizona,Spouse of householder,Spouse of householder,Yes,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
58, Self-employed-incorporated,41,16,Doctorate degree(PhD EdD),0,Not in universe,Married-civilian spouse present,Other professional services,Professional specialty,Black,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,1,Joint both under 65,Not in universe,Oregon,Householder,Householder,Yes,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
34, Private,30,38, High school graduate,0, Not in universe, Married-civilian spouse present, Transportation, Precision production craft & repair, White, All other, Male, Not in universe, Other job loser, Full-time schedules,0,0,5, Joint both under 65, Not in universe,North Dakota, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States,Laos, Native- Born in the United States,2, Not in universe,2,10,95,0
42,Private,42,7,High school graduate,0,Not in universe,Never married,Hospital services,Professional specialty,White,Central or South American,Female,Not in universe,Not in universe,Children or Armed Forces,1,0,3,Single,Not in universe,Wyoming,Other Rel 18+ never marr not in subfamily,Other relative of householder,Yes,4,Not in universe,Vietnam, Greece,Guatemala,Foreign born- Not a citizen of U S,0,Not in universe,2,25,94,0
52, Private,33,16, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Wholesale trade, Sales, White, All other, Male, Not in universe, Not in universe, Full-time schedules,4,0,8, Joint both under 65, Not in universe,Alaska, Householder, Householder, Not in universe under 1 year old,6, Not in universe, Vietnam, Germany, China, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,1
61, Not in universe,0,0, 5th or 6th grade,0, Not in universe, Widowed, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,5,0,6, Single, Not in universe,New Jersey, Nonfamily householder, Householder, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,11,95,0
24,Private,33,35,Some college but no degree,534,Not in universe,Never married,Retail trade,Protective services,White,All other,Male,Yes,Not in universe,Full-time schedules,7,0,6,Single,Not in universe,Arkansas,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
21,Private,44,9,Some college but no degree,0,Not in universe,Married-civilian spouse present,Social services,Professional specialty,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,5,0,7,Joint both under 65,South,Iowa,Spouse of householder,Spouse of householder,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
50, Private,24,36, 9th grade,739, Not in universe, Married-A F spouse present, Manufacturing-durable goods, Machine operators assmblrs & inspctrs, White, Mexican (Mexicano), Male, Not in universe, Not in universe, Children or Armed Forces,0,1,3, Single, Not in universe,Ohio, Child 18+ ever marr Not in a subfamily, Householder, Not in universe under 1 year old,6, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0
0, Not in universe,0,0, Children,1, Not in universe, Never married, Not in universe or children, Not in universe, Amer Indian Aleut or Eskimo, All other, Female, Not in universe, Not in universe, Children or Armed Forces,5,0,4, Nonfiler, Not in universe,Rhode Island, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, Columbia, Puerto-Rico, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
12,Private,32,27,10th grade,0,High school,Never married,Retail trade,Other service,White,All other,Male,Not in universe,Not in universe,Unemployed part- time,0,0,3,Single,Not in universe,New York,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
22,Private,11,36,11th grade,1,Not in universe,Never married,Education,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,PT for non-econ reasons usually FT,6,0,4,Nonfiler,Not in universe,Nebraska,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
72, Not in universe,0,0, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,9,0,9, Joint both under 65, Not in universe,Florida, Householder, Householder, Yes,6, Not in universe, ?, ?, ?, Foreign born- U S citizen by naturalization,0, Not in universe,2,0,94,0
8,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,3,0,4,Nonfiler,Not in universe,Alaska,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
55,Private,18,38,High school graduate,1,Not in universe,Separated,Manufacturing-nondurable goods,Machine operators assmblrs & inspctrs,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,6,0,10,Single,West,Montana,Householder,Householder,Yes,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,41,94,0
25,Not in universe,0,0,9th grade,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Children or Armed Forces,0,0,5,Nonfiler,South,Connecticut,Child <18 never marr not in subfamily,Child under 18 never married,No,0,Both parents present,Mexico,Mexico,Mexico,Native- Born in the United States,0,Not in universe,2,0,94,0
18, Private,12,2, High school graduate,1, Not in universe, Never married, Manufacturing-durable goods, Executive admin and managerial, White, All other, Male, No, Not in universe, Children or Armed Forces,0,0,7, Single, Not in universe,Washington, Secondary individual, Nonrelative of householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1
35,Not in universe,0,0,High school graduate,0,College or university,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,4,0,8,Single,South,Indiana,Child 18+ never marr Not in a subfamily,Child 18 or older,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,18,95,0
64,Private,37,24,Some college but no degree,0,Not in universe,Married-civilian spouse present,Personal services except private HH,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,3,0,0,Joint both 65+,Not in universe,Arizona,Householder,Householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
44, Private,30,37, High school graduate,1, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Male, Not in universe, Other job loser, Full-time schedules,3,0,3, Joint both under 65, Not in universe,New Jersey, Householder, Householder, Not in universe under 1 year old,2, Not in universe, Germany, United-States, Puerto-Rico, Native- Born abroad of American Parent(s),0, Not in universe,2,52,95,0
59,Private,33,10,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Separated,Retail trade,Professional specialty,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,2,Head of household,Northeast,New Hampshire,Householder,Householder,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,94,0
2,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Central or South American,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,0,Nonfiler,Not in universe,Virginia,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
53,Private,28,17,Some college but no degree,0,Not in universe,Married-civilian spouse present,Utilities and sanitary services,Sales,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,7538,0,3,Joint both under 65,Not in universe,Delaware,Householder,Householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,18,94,1
45, Private,29,38, Associates degree-occup /vocational,0, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Adm support including clerical, White, Puerto Rican, Male, Not in universe, Not in universe, Children or Armed Forces,3,0,6, Joint both under 65, Not in universe,Hawaii, Householder, Householder, Yes,2, Not in universe, Puerto-Rico, Puerto-Rico, Puerto-Rico, Native- Born in Puerto Rico or U S Outlying,0, Not in universe,2,52,94,0
13, Private,30,36, Some college but no degree,0, Not in universe, Married-civilian spouse present, Entertainment, Precision production craft & repair, White, All other, Male, No, Not in universe, Full-time schedules,0,0,3, Joint both under 65, Not in universe,New York, Householder, Householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,49,95,0
47, Private,33,37, High school graduate,0, Not in universe, Married-civilian spouse present, Construction, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Unemployed full-time,12,0,6, Head of household, Not in universe,Nevada, Householder, Householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,19,95,0
8, Private,41,25, High school graduate,0, Not in universe, Never married, Manufacturing-nondurable goods, Executive admin and managerial, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,9, Single, Not in universe,Virginia, Child under 18 of RP of unrel subfamily, Other relative of householder, Yes,5, Not in universe, China, Honduras, South Korea, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,0
55, Not in universe,0,0, 9th grade,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,11,0,11, Nonfiler, South,Arkansas,Grandchild <18 never marr not in subfamily, Nonrelative of householder, Yes,0, Not in universe, Philippines, Haiti, El-Salvador, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,94,0
52,Private,33,2,Some college but no degree,0,Not in universe,Married-civilian spouse present,Manufacturing-nondurable goods,Executive admin and managerial,Asian or Pacific Islander,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,3,Joint both under 65,Not in universe,Oklahoma,Spouse of householder,Nonrelative of householder,Yes,2,Not in universe,Philippines,Haiti,Thailand,Foreign born- U S citizen by naturalization,0,Not in universe,2,52,94,0
1,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,Asian or Pacific Islander,All other,Male,Not in universe,Not in universe,Children or Armed Forces,2,0,8,Nonfiler,Not in universe,Michigan,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,Philippines,Philippines,South Korea,Foreign born- Not a citizen of U S,0,Not in universe,0,0,95,0
59,Private,2,37,5th or 6th grade,0,Not in universe,Married-civilian spouse present,Agriculture,Farming forestry and fishing,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Unemployed full-time,0,0,0,Joint both under 65,Not in universe,New Mexico,Householder,Householder,Not in universe under 1 year old,2,Not in universe,Mexico,Mexico,Mexico,Foreign born- Not a citizen of U S,2,Not in universe,2,52,95,0
54,Private,44,35,High school graduate,553,Not in universe,Married-civilian spouse present,Education,Adm support including clerical,White,All other,Male,Yes,Not in universe,Children or Armed Forces,6,0,3,Joint both under 65,Not in universe,Kansas,Spouse of householder,Spouse of householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
20, Self-employed-not incorporated,3,39, High school graduate,0, Not in universe, Never married, Construction, Precision production craft & repair, White, All other, Male, Not in universe,Job leaver, Unemployed full-time,4,0,4, Single, Not in universe,Louisiana, Secondary individual, Householder, Not in universe under 1 year old,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,49,95,0
70, Private,29,17, High school graduate,0, Not in universe, Married-civilian spouse present, Construction, Adm support including clerical, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,1,0,7, Joint both under 65, Not in universe,Missouri, Householder, Householder, Yes,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Yes,1,52,94,0
62, Private,38,11, Associates degree-occup /vocational,0, Not in universe, Married-civilian spouse present, Other professional services, Professional specialty, White, All other, Female, Not in universe, Not in universe, Full-time schedules,3,0,154, Joint both under 65, Not in universe,Wyoming, Householder, Householder, Not in universe under 1 year old,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,0
37,Private,0,0,High school graduate,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,Puerto Rican,Female,Not in universe,Not in universe,Unemployed full-time,1,1,8,Joint both under 65,Not in universe,Tennessee,Spouse of householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,Puerto-Rico,Puerto-Rico,Germany,Foreign born- Not a citizen of U S,0,Not in universe,2,0,95,0
27,Private,36,34,Bachelors degree(BA AB BS),0,Not in universe,Married-civilian spouse present,Communications,Executive admin and managerial,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Full-time schedules,0,1,6,Joint both under 65,Not in universe,North Carolina,Spouse of householder,Householder,Not in universe under 1 year old,6,Not in universe,Mexico,Mexico,Mexico,Foreign born- U S citizen by naturalization,2,Not in universe,2,52,95,0
9, Private,11,42, High school graduate,0, High school, Never married, Manufacturing-durable goods, Machine operators assmblrs & inspctrs, White, Central or South American, Male, Not in universe, Not in universe, Full-time schedules,0,0,3, Single, Not in universe,Florida, Secondary individual, Other relative of householder, Not in universe under 1 year old,2, Not in universe,Haiti, Jamaica, ?, Foreign born- Not a citizen of U S ,0, Not in universe,2,25,95,1
12, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,8,0,1, Nonfiler, Not in universe,Florida, Child <18 never marr not in subfamily, Child under 18 never married, No,0, Father only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
38,Private,33,19,Associates degree-academic program,0,Not in universe,Married-civilian spouse present,Retail trade,Sales,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,9,Joint both under 65,Not in universe,Kentucky,Spouse of householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
56,Self-employed-incorporated,36,26,Some college but no degree,0,Not in universe,Married-civilian spouse present,Business and repair services,Technicians and related support,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,2,Joint both under 65,Not in universe,Wisconsin,Spouse of householder,Spouse of householder,Yes,0,Not in universe,Italy,Poland,,Foreign born- U S citizen by naturalization,0,Not in universe,2,52,94,0
48,Private,42,8,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Widowed,Personal services except private HH,Professional specialty,White,All other,Female,Not in universe,Not in universe,Full-time schedules,10,0,4,Single,Not in universe,Delaware,Householder,Householder,Not in universe under 1 year old,2,Not in universe,,Italy, Canada,Foreign born- Not a citizen of U S,0,Not in universe,2,52,95,0
38, Local government,44,13, Bachelors degree(BA AB BS),1475, Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,2,0,5, Joint both under 65, Not in universe,West Virginia, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
65, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,13,0,7, Joint both under 65, Not in universe,Wisconsin, Householder, Householder, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
30, Local government,31,26, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Public administration, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Full-time schedules,2,0,9, Joint both under 65, Not in universe,Nebraska, Spouse of householder, Spouse of householder, Yes,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,52,94,0
37,Private,30,26,Some college but no degree,1494,Not in universe,Married-civilian spouse present,Finance insurance and real estate,Adm support including clerical,White,All other,Female,No,Not in universe,Children or Armed Forces,11,0,9,Joint both under 65,Not in universe,Nevada,Spouse of householder,Spouse of householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
40,Private,40,11,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present,Education,Professional specialty,White,All other,Male,Not in universe,Not in universe,Full-time schedules,9,0,7,Joint both under 65,Not in universe,Illinois,Householder,Householder,Not in universe under 1 year old,6,Not in universe,Canada,United-States,United-States,Foreign born- U S citizen by naturalization,0,Not in universe,2,52,95,1
72, Not in universe,0,0, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,0,0,7, Joint both under 65, Not in universe,Montana, Householder, Householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,52,95,1
58,Not in universe,0,0,12th grade no diploma,1,Not in universe,Divorced,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,2,0,1,Head of household,West,Arizona,Householder,Householder,No,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,No,1,0,94,0
52,Private,36,29,High school graduate,0,Not in universe,Married-civilian spouse present,Wholesale trade,Sales,White,All other,Male,Not in universe, Other job loser,Children or Armed Forces,0,0,2,Head of household,Northeast,Indiana,Householder,Householder,No,3,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,39,94,0
90,Not in universe,0,0,10th grade,1,Not in universe,Divorced,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,7,0,4,Nonfiler,Not in universe,Virginia,Nonfamily householder,Householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
1,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Central or South American,Female,Not in universe,Not in universe,Children or Armed Forces,2,0,5,Nonfiler,Not in universe,Iowa,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,Trinadad&Tobago,Vietnam,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
60,Private,29,2,Masters degree(MA MS MEng MEd MSW MBA),1531,Not in universe,Married-civilian spouse present,Utilities and sanitary services,Protective services,White,Puerto Rican,Male,Not in universe,Not in universe,Children or Armed Forces,3,0,1,Joint both under 65,Not in universe,Idaho,Householder,Householder,Yes,6,Not in universe,Puerto-Rico,Puerto-Rico,Puerto-Rico,Native- Born in Puerto Rico or U S Outlying,0,Not in universe,2,52,94,1
29,Private,2,44,10th grade,0,Not in universe,Married-civilian spouse present,Agriculture,Farming forestry and fishing,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,8,0,6,Joint both under 65,Not in universe,Connecticut,Spouse of householder,Householder,Yes,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
53,Private,43,24,Associates degree-occup /vocational,0,Not in universe,Widowed,Education,Technicians and related support,White,All other,Female,Not in universe,Not in universe,Full-time schedules,1,0,6,Single,Not in universe,Colorado,Secondary individual,Nonrelative of householder,Not in universe under 1 year old,5,Not in universe,Greece,Ireland,Thailand,Foreign born- U S citizen by naturalization,0,Not in universe,2,50,95,0
41, Federal government,49,12, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Public administration, Professional specialty, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,1,0,4, Joint both under 65, Not in universe,Arkansas, Householder, Spouse of householder, Yes,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
10, Private,4,36, High school graduate,731, Not in universe, Never married, Manufacturing-durable goods, Precision production craft & repair, White, All other, Male, No, Not in universe, Children or Armed Forces,1,0,9, Single, Not in universe,Michigan, Secondary individual, Nonrelative of householder, Yes,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1
65,Private,33,16,High school graduate,0,Not in universe,Married-civilian spouse present,Retail trade,Sales,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,9,0,6,Joint both under 65,Not in universe,Virginia,Householder,Householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
36, Self-employed-incorporated,32,17, High school graduate,0, Not in universe, Married-civilian spouse present, Wholesale trade, Executive admin and managerial, White, All other, Male, Not in universe, Not in universe, Full-time schedules,0,0,5, Joint both under 65, Not in universe,Idaho, Spouse of householder, Spouse of householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
56, Not in universe,0,0, High school graduate,0, Not in universe, Divorced, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,5, Single, Not in universe,Texas, Nonfamily householder, Householder, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
25,Private,33,25,Bachelors degree(BA AB BS),0,Not in universe,Never married,Communications,Sales,White,All other,Female,Not in universe,Not in universe,Full-time schedules,1,0,172,Single,Not in universe,Maine,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
14,Not in universe,0,0,Children,1,High school,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,3,0,3,Nonfiler,Not in universe,Indiana,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,0,0,95,0
1, Not in universe,0,0, Children,1, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,7,0,4, Nonfiler, Not in universe,Idaho, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
54,Private,29,39,High school graduate,1,Not in universe,Married-civilian spouse present,Construction,Transportation and material moving,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,8,0,0,Joint both under 65,Not in universe,New Jersey,Householder,Householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,1
0, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Mexican-American, Female, Not in universe, Not in universe, Children or Armed Forces,2,0,1, Nonfiler, Not in universe,Ohio, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, United-States, England, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
60,Private,43,10,Associates degree-occup /vocational,0,Not in universe,Widowed,Manufacturing-durable goods, Professional specialty,White,All other,Male,Not in universe,Not in universe,Full-time schedules,6,0,3,Single,Not in universe,Washington,Householder,Householder,Not in universe under 1 year old,0,Not in universe, Trinadad&Tobago,,Germany,Foreign born- U S citizen by naturalization,0,Not in universe,2,25,95,0
52,Private,32,26,High school graduate,0,Not in universe,Married-civilian spouse present,Retail trade,Sales,Other,All other,Male,Not in universe,Not in universe,Full-time schedules,0,1,5,Joint both under 65,Not in universe,Texas,Spouse of householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,Italy, Ecuador,Columbia,Foreign born- Not a citizen of U S,0,Not in universe,2,12,95,0
18,Not in universe,0,2,Some college but no degree,0,College or university,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,198,Nonfiler,Midwest,New Mexico,Child <18 never marr not in subfamily,Nonrelative of householder,No,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,40,94,0
12,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,Asian or Pacific Islander,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,7,Nonfiler,Not in universe,Nebraska,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,Philippines,China,Dominican-Republic,Foreign born- Not a citizen of U S,0,Not in universe,2,0,95,0
48,Not in universe,0,0,7th and 8th grade,1,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,8,0,3,Joint both under 65,Not in universe,Arizona,Householder,Householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
47,Private,39,3,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe, Married-A F spouse present,Business and repair services,Executive admin and managerial,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,1,0,1,Joint both under 65,Not in universe,Iowa,Householder,Householder,Yes,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,94,0
46,Private,32,16,High school graduate,1323,Not in universe,Never married,Retail trade,Other service,White,All other,Male,Not in universe,Not in universe,Full-time schedules,0,0,4,Head of household,West,Texas,Householder,Householder,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,1
68, Private,33,31, Some college but no degree,0, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Female, Not in universe, Not in universe, Unemployed full-time,0,0,5, Joint both under 65, West,Colorado, Householder, Householder, No,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,36,95,0
18, Not in universe,0,0, High school graduate,0, College or university, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, New entrant, Not in labor force,0,0,2, Single, Not in universe,Idaho, Child 18+ never marr Not in a subfamily, Child 18 or older, Not in universe under 1 year old,2, Not in universe, Mexico, United-States, United-States, Native- Born in the United States,2, Not in universe,2,0,95,0
