age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
27, Private,33,30, Some college but no degree,0, Not in universe, Never married, Retail trade, Sales, White,Chicano, Male, No, Not in universe, Full-time schedules,9,0,5, Single, Not in universe,Idaho, Nonfamily householder, Householder, Not in universe under 1 year old,6, Not in universe, Mexico, Mexico, Mexico, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0
54, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,1, Nonfiler, Not in universe,Wisconsin, Householder, Householder, No,0, Not in universe, Poland,Vietnam, France, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,94,0
46, Private,0,0, High school graduate,0, Not in universe, Never married, Not in universe or children, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,6, Single, Not in universe,Colorado, Nonfamily householder, Householder, Not in universe under 1 year old,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,0
11, Private,42,29, 10th grade,0, High school, Never married, Business and repair services, Other service, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,4, Nonfiler, Not in universe,Alaska, Child 18+ never marr Not in a subfamily, Child 18 or older, Yes,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,18,94,0
3,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,Black,All other,Male,Not in universe,Not in universe,Children or Armed Forces,3,0,3,Nonfiler,Northeast,Massachusetts,Grandchild <18 never marr not in subfamily,Other relative of householder,Yes,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
38, Private,30,44, High school graduate,0, Not in universe, Married-civilian spouse present, Agriculture, Precision production craft & repair, White, All other, Male, Not in universe,Job leaver, Children or Armed Forces,0,0,4, Joint both under 65, Not in universe,Montana, Householder, Householder, Yes,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,18,94,0
0, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,7,0,3, Nonfiler, Not in universe,North Dakota, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
50, Private,33,19, High school graduate,0, Not in universe, Married-civilian spouse present, Retail trade, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Full-time schedules,9,0,7, Joint both under 65, Not in universe,New York, Spouse of householder, Spouse of householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
18, Private,9,35, High school graduate,0, Not in universe, Never married, Manufacturing-durable goods, Precision production craft & repair, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,8,0,7, Single, Not in universe,North Carolina, Secondary individual, Nonrelative of householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1
5, Private,42,30, High school graduate,0, Not in universe, Never married, Not in universe or children, Transportation and material moving, White, All other, Male, Not in universe, Not in universe, Full-time schedules,2,0,5, Nonfiler, Not in universe,Texas, Grandchild <18 never marr child of subfamily RP, Other relative of householder, Not in universe under 1 year old,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
13,Not in universe,0,0,Children,1,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,8,0,5,Nonfiler,Not in universe,Arkansas,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
50, Federal government,31,2, High school graduate,0, Not in universe, Married-civilian spouse present, Transportation, Adm support including clerical, White, All other, Male, Not in universe, Not in universe, PT for non-econ reasons usually FT,0,0,2548, Joint both under 65, Not in universe,Michigan, Householder, Householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
28, Private,2,37, 10th grade,1, Not in universe, Married-civilian spouse present, Construction, Precision production craft & repair, White, All other, Male, No, Not in universe, Children or Armed Forces,9,0,0, Joint both under 65, Not in universe,Ohio, Householder, Householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,19,94,0
86,Not in universe,0,0,10th grade,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,3,0,6,Nonfiler,Not in universe,Florida,Nonfamily householder,Householder,Yes,0,Not in universe,United-States,Italy,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
54,Private,1,43,Some college but no degree,543,Not in universe,Married-civilian spouse present,Agriculture,Farming forestry and fishing,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Full-time schedules,0,0,3,Joint both under 65,Not in universe,Missouri,Secondary individual,Child 18 or older,Not in universe under 1 year old,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,49,95,0
19,Not in universe,0,0,9th grade,0,High school,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,4,0,4,Nonfiler,South,Mississippi,Child <18 never marr not in subfamily,Child under 18 never married,No,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
12, Not in universe,0,0, Some college but no degree,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, PT for non-econ reasons usually FT,1,0,8, Single, Not in universe,South Dakota, Secondary individual, Nonrelative of householder, Not in universe under 1 year old,0, Not in universe, England, United-States, United-States, Native- Born abroad of American Parent(s),0, Not in universe,2,0,95,0
57,Private,40,13,Prof school degree (MD DDS DVM LLB JD),0,Not in universe,Married-civilian spouse present,Hospital services,Professional specialty,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,4,Joint both under 65,Not in universe,Ohio,Householder,Householder,Yes,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,1
57,Private,30,26,High school graduate,0,Not in universe,Married-civilian spouse present, Communications,Professional specialty,White,Puerto Rican,Male,Not in universe,Not in universe,Full-time schedules,0,0,2, Joint both under 65,Not in universe,Connecticut,Householder,Householder,Not in universe under 1 year old,6,Not in universe,Puerto-Rico,Puerto-Rico,Puerto-Rico,Native- Born in Puerto Rico or U S Outlying,2,Not in universe,2,52,95,1
54,Private,43,35,Less than 1st grade,0,Not in universe,Married-civilian spouse present,Not in universe or children,Professional specialty,White,All other,Male,Not in universe,Not in universe,Not in labor force,0,1,0,Joint both under 65,Not in universe,Illinois,Householder,Spouse of householder,Not in universe under 1 year old,4,Not in universe,,,Italy,Foreign born- U S citizen by naturalization,0,Not in universe,2,0,95,0
48, Private,33,17, High school graduate,0, Not in universe, Married-civilian spouse present, Retail trade, Sales, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,10,0,7, Joint both under 65, South,Tennessee, Householder, Householder, No,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
57,Self-employed-not incorporated,2,38,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present,Agriculture,Farming forestry and fishing,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Children or Armed Forces,1,0,0,Joint both under 65,Not in universe,Kansas,Householder,Householder,Yes,1,Not in universe,Mexico,Mexico,Mexico,Foreign born- Not a citizen of U S,0,Not in universe,2,52,94,0
7,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,Asian or Pacific Islander,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,0,Nonfiler,Not in universe,Alaska,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
1,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,1,Nonfiler,Not in universe,Georgia,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
5, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe,Illinois, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, United-States, Cuba, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
9, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,7,0,6, Nonfiler, Not in universe,Pennsylvania, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
53,Private,43,8,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present,Utilities and sanitary services,Professional specialty,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,1,Joint both under 65,Not in universe,South Dakota,Householder,Householder,Yes,2,Not in universe,Dominican-Republic,,Germany,Foreign born- U S citizen by naturalization,2,Not in universe,2,41,94,1
30,Not in universe,0,0,7th and 8th grade,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Not in labor force,7,0,2,Nonfiler,Not in universe,North Dakota,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,Ireland,United-States,Foreign born- Not a citizen of U S,0,Not in universe,2,0,95,0
26,Private,32,35,High school graduate,0,High school,Never married,Communications,Handlers equip cleaners etc,White,All other,Male,Yes,Not in universe,Unemployed part- time,0,0,4,Single,Not in universe,Tennessee,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
43,Private,29,29,High school graduate,1900,Not in universe,Married-civilian spouse present,Transportation,Adm support including clerical,White,All other,Male,No,Not in universe,Children or Armed Forces,0,0,1,Joint both under 65,Not in universe,Louisiana,Householder,Householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
45, Private,39,26, High school graduate,0, Not in universe, Married-civilian spouse present, Public administration, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,4,0,4, Joint both 65+, Not in universe,Minnesota, Spouse of householder, Householder, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,20,94,1
2,Not in universe,0,0,Children,1,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,4,0,7,Nonfiler,Not in universe,Wyoming,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born abroad of American Parent(s),0,Not in universe,0,0,95,0
37,Not in universe,0,0,10th grade,1,Not in universe,Widowed,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,6,0,538,Nonfiler,Not in universe,California,Householder,Householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
44, State government,32,7, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Medical except hospital, Professional specialty, White, All other, Female, No, Not in universe, Full-time schedules,2,0,3, Joint both under 65, Not in universe,North Carolina, Grandchild 18+ never marr not in subfamily, Householder, Not in universe under 1 year old,2, Not in universe, Ireland, South Korea, Vietnam, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,1
53,Private,43,32,High school graduate,515,Not in universe,Married-civilian spouse present,Business and repair services,Precision production craft & repair,White,All other,Male,Not in universe,Not in universe,Unemployed full-time,6,0,8,Joint both under 65,Not in universe,Kansas,Child 18+ ever marr Not in a subfamily,Other relative of householder,Not in universe under 1 year old,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,0
13, Private,33,30, 10th grade,0, High school, Never married, Retail trade, Other service, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,6, Nonfiler, Not in universe,Maine, Child <18 never marr not in subfamily, Child under 18 never married, Yes,1, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,18,94,0
3, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,2, Nonfiler, Not in universe,Pennsylvania, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, Mexico, Germany, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
5, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe,North Dakota, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
23,Not in universe,0,0,High school graduate,0,Not in universe,Never married,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,3,0,6,Nonfiler,West,Louisiana,Secondary individual,Nonrelative of householder,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,1,19,94,1
0, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Amer Indian Aleut or Eskimo, All other, Male, Not in universe, Not in universe, Children or Armed Forces,8,0,7, Nonfiler, Not in universe,Rhode Island, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
70,Not in universe,0,0,11th grade,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Not in labor force,6,0,8,Joint both 65+,Not in universe,Colorado,Householder,Householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
15,Private,30,25,Some college but no degree,492,College or university,Never married,Education,Adm support including clerical,White,All other,Female,Yes,Not in universe,Full-time schedules,0,0,174,Single,Not in universe,Arkansas,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,0
56, Private,38,25, High school graduate,1, Not in universe, Divorced, Retail trade, Other service, White, All other, Female, No, Not in universe, Full-time schedules,0,0,4, Single, Not in universe,New Jersey, Nonfamily householder, Householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,14,95,0
19, Private,32,42, 10th grade,696, High school, Never married, Retail trade, Sales, White, All other, Male, No, Not in universe, Children or Armed Forces,5,0,5, Single, Not in universe,Idaho, Child <18 never marr not in subfamily, Nonrelative of householder, Not in universe under 1 year old,6, Mother only present, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,0
0, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Amer Indian Aleut or Eskimo, Central or South American, Male, Not in universe, Not in universe, Children or Armed Forces,8,0,0, Nonfiler, Northeast,Delaware, Child <18 never marr not in subfamily, Child under 18 never married, No,0, Neither parent present, Mexico, Mexico, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
35,Private,32,10,Some college but no degree,0,Not in universe,Separated,Manufacturing-durable goods,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,4,0,5,Head of household,South,Oregon,Householder,Householder,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,18,94,0
58,Private,43,7,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Widowed,Medical except hospital,Professional specialty,White,All other,Female,Not in universe,Not in universe,PT for non-econ reasons usually FT,2031,0,2325,Single,Not in universe,South Carolina,Nonfamily householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,Cuba,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
20, Private,44,32,Associates degree-occup /vocational,0, Not in universe, Widowed, Social services,Private household services, White, All other,Female,No,Other job loser,PT for non-econ reasons usually FT,0,0,5,Head of household, Not in universe,Maryland,Other Rel 18+ ever marr RP of subfamily,Spouse of householder, Not in universe under 1 year old,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,19,95,0
47,Private,12,36,High school graduate,1044,Not in universe,Married-civilian spouse present,Manufacturing-nondurable goods,Machine operators assmblrs & inspctrs,White,Central or South American,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,7,Joint both under 65,Not in universe,Nevada,Spouse of householder,Spouse of householder,Yes,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,19,94,0
29,Private,29,26,Some college but no degree,0,Not in universe,Never married,Finance insurance and real estate,Adm support including clerical,White,,Male,Not in universe,Not in universe,Children or Armed Forces,8,0,4,Single,Not in universe,Missouri,Nonfamily householder,Householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
36, State government,43,11, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present, Education, Professional specialty, White, All other, Female, Not in universe, Not in universe, Not in labor force,2,1,5, Joint both under 65, Not in universe,Arizona, Spouse of householder, Householder, Not in universe under 1 year old,2, Not in universe, Dominican-Republic, Italy, England, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,1
37, Private,33,16, High school graduate,1, Not in universe, Married-civilian spouse present, Wholesale trade, Sales, White,Puerto Rican, Male, Not in universe, Not in universe, Children or Armed Forces,1,0,7, Joint both under 65, Not in universe,Texas, Householder, Householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
69,Not in universe,0,0,10th grade,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Female,Not in universe,Not in universe,Not in labor force,0,1,6195,Joint both under 65,Not in universe,Texas,Spouse of householder,Spouse of householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
58, Private,33,24,High school graduate,1,Not in universe,Married-civilian spouse present, Mining,Adm support including clerical,White, All other, Female, Not in universe,Other job loser, Full-time schedules,0,0,5,Joint both under 65, Not in universe,North Carolina,Spouse of householder, Spouse of householder, Not in universe under 1 year old,5, Not in universe,Philippines,El-Salvador,Hong Kong,Foreign born- U S citizen by naturalization,0,Not in universe,2,52,95,0
9, Not in universe,0,0, Children,0, High school, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,4, Nonfiler, Not in universe,Arizona, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, Mexico, El-Salvador, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
68,Not in universe,0,0,High school graduate,0,Not in universe,Married-civilian spouse present,Not in universe or children,Not in universe,White,All other,Male,Not in universe,Not in universe,Not in labor force,7,0,2,Joint both 65+,Not in universe,Pennsylvania,Householder,Householder,Not in universe under 1 year old,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,No,1,0,95,0
33,Private,42,11,High school graduate,1,Not in universe,Married-civilian spouse present,Communications,Protective services,White,All other,Male,Not in universe,Not in universe,Full-time schedules,10,2171,4,Joint both under 65,Not in universe,Mississippi,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,1,Not in universe,2,52,95,0
8,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,,Female,Not in universe,Not in universe,Children or Armed Forces,9,0,4,Nonfiler,Not in universe,West Virginia,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
57, Private,35,30, Bachelors degree(BA AB BS),0, Not in universe, Divorced, Personal services except private HH, Other service, White, All other, Male, Not in universe, Not in universe, PT for non-econ reasons usually FT,1,0,7, Single, Not in universe,West Virginia, Nonfamily householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
59,Private,45,23,Associates degree-occup /vocational,0,Not in universe,Married-civilian spouse present,Finance insurance and real estate,Other service,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,1,8,Joint both under 65,West,South Carolina,Spouse of householder,Spouse of householder,Yes,1,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,1,37,94,0
52, Private,37,17, High school graduate,0, Not in universe, Married-civilian spouse present, Finance insurance and real estate, Sales, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,4,0,2, Head of household, Not in universe,Alabama, Householder, Householder, Yes,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,20,94,0
0, Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Children or Armed Forces,1,0,7,Nonfiler,West,Alaska,Secondary individual,Nonrelative of householder,No,0,Neither parent present,Mexico,Mexico,Mexico,Native- Born abroad of American Parent(s),0,Not in universe,0,0,94,0
9, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, Central or South American, Female, Not in universe, Not in universe, Not in labor force,13,0,7, Nonfiler, Not in universe,Illinois, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, Dominican-Republic, ?,Laos, Foreign born- Not a citizen of U S ,0, Not in universe,0,0,95,0
41, Not in universe,0,0, 9th grade,1, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,8,0,5, Nonfiler, Not in universe,North Dakota, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, Canada, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
46,Not in universe,0,0,Some college but no degree,0,Not in universe,Widowed,Not in universe or children,Not in universe,Black,Central or South American,Male,Not in universe,Not in universe,Not in labor force,0,0,6,Single,Not in universe,Arizona,Householder,Householder,Not in universe under 1 year old,0,Not in universe,Panama,Cuba, Haiti,Foreign born- U S citizen by naturalization,0,Not in universe,2,0,95,0
56, Not in universe,0,0,1st 2nd 3rd or 4th grade,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,18,0,3, Nonfiler, Not in universe,Mississippi, In group quarters, Householder, Yes,0, Not in universe,Mexico, ?, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
2,Not in universe,0,0,Children,0,Not in universe,Never married,Not in universe or children,Not in universe,White,Mexican (Mexicano),Female,Not in universe,Not in universe,Children or Armed Forces,0,0,1,Nonfiler,Not in universe,Ohio,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Mother only present,Nicaragua,Mexico,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
14,Private,29,27,10th grade,0,Not in universe,Divorced,Manufacturing-nondurable goods,Machine operators assmblrs & inspctrs,Black, All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,5,Single,Northeast,New Mexico,Child 18+ ever marr RP of subfamily,Nonrelative of householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
57, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,6,0,5, Joint both under 65, Not in universe,South Dakota, Spouse of householder, Spouse of householder, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
31, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,6,0,1, Nonfiler, Not in universe,Kentucky, Other Rel 18+ ever marr not in subfamily, Other relative of householder, Yes,0, Not in universe, United-States, Peru, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
16, Not in universe,0,0, Children,0, Not in universe, Never married, Not in universe or children, Not in universe, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Children or Armed Forces,8,0,7, Nonfiler, Not in universe,Pennsylvania, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, United-States, Vietnam, United-States, Native- Born abroad of American Parent(s),0, Not in universe,2,0,95,0
23, Private,29,26, High school graduate,0, Not in universe, Married-civilian spouse present, Manufacturing-nondurable goods, Private household services, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,7,0,5, Joint both under 65, Not in universe,South Carolina, Spouse of householder, Spouse of householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
68,Private,43,25,Some college but no degree,0,Not in universe,Married-civilian spouse present,Finance insurance and real estate,Adm support including clerical,White,Cuban,Female,Not in universe,Not in universe,Full-time schedules,0,1,10, Head of household,Not in universe,South Carolina,Householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,,,India,Foreign born- Not a citizen of U S,0,Not in universe,2,52,95,0
59, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Sales, White, All other, Male, Not in universe, New entrant, Children or Armed Forces,2,0,225, Joint both 65+, Not in universe,Massachusetts, Spouse of householder, Spouse of householder, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,3,94,1
58, Not in universe,0,0, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Not in labor force,0,0,199, Joint both under 65, Not in universe,West Virginia, Spouse of householder, Spouse of householder, Not in universe under 1 year old,0, Not in universe, Italy, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,95,0
56, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present, Not in universe or children, Not in universe, Black, All other, Male, Not in universe, Not in universe, Children or Armed Forces,8,0,3, Joint both under 65, Not in universe,New York, Householder, Householder, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
42,Private,45,30,Some college but no degree,0,Not in universe,Never married,Other professional services,Protective services,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,1,0,1,Single,Not in universe,Iowa,Householder,Householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
19, Never worked,0,0, High school graduate,0, College or university, Never married, Not in universe or children, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,6,0,7, Nonfiler, Not in universe,Kansas, Child 18+ never marr Not in a subfamily, Child 18 or older, Yes,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,25,94,0
