age,class_of_worker,industry_code,occupation_code,education,wage_per_hour,enrolled_in_edu_inst_lastwk,marital_status,major_industry_code,major_occupation_code,race,hispanic_origin,sex,member_of_labor_union,reason_for_unemployment,full_parttime_employment_stat,capital_gains,capital_losses,dividend_from_Stocks,tax_filer_status,region_of_previous_residence,state_of_previous_residence,d_household_family_stat,d_household_summary,live_1_year_ago,num_person_Worked_employer,family_members_under_18,country_father,country_mother,country_self,citizenship,business_or_self_employed,fill_questionnaire_veteran_admin,veterans_benefits,weeks_worked_in_year,year,income_level
60, Not in universe,0,0, Bachelors degree(BA AB BS),1, Not in universe, Married-civilian spouse present,  nOt In univErse Or chIldren, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,4,0,6, Joint both under 65, Not in universe,South Carolina, Householder, Householder, Yes,0, Not in universe, Poland, Germany, Italy, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,94,0
54, Private,12,3, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present,  manufacturing-dUrable gooDs, Technicians and related support, White, All other, Male,Yes, Not in universe, Full-time schedules,8,0,10, Joint both under 65, Not in universe,Ohio, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,48,95,1
41,Local government,44,25,Associates degree-academic program,1,Not in universe, Married-A F spouse present, educatiOn,Professional specialty,White,Do not know,Female,Yes,Not in universe,PT for non-econ reasons usually FT,4,0,0,Head of household,Not in universe,New Jersey,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
45, Private,42,13, Masters degree(MA MS MEng MEd MSW MBA),1454, Not in universe, Married-civilian spouse present,  mEdical exCept hospItal, Adm support including clerical, White, Puerto Rican, Male,Yes, Not in universe, Full-time schedules,0,1,0, Joint both under 65, Not in universe,New York, Householder, Householder, Not in universe under 1 year old,6, Not in universe, Puerto-Rico, Puerto-Rico, Puerto-Rico, Native- Born in Puerto Rico or U S Outlying,2, Not in universe,2,52,95,0
68, Not in universe,0,0, High school graduate,0, Not in universe, Widowed,  nOt In univerSe Or chiLdren, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,1,0,7, Single, Not in universe,Vermont, Nonfamily householder, Householder, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,0,94,0
55,Private,28,38,High school graduate,0,Not in universe,Married-civilian spouse present, transportatIon,Transportation and material moving,White,All other,Male,Not in universe,Not in universe,Unemployed full-time,0,0,0,Joint both under 65,Not in universe,Pennsylvania,Householder,Householder,Not in universe under 1 year old,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,0
52, Private,29,31, 12th grade no diploma,0, Not in universe, Widowed,  reTail trAde, Other service, White, All other, Female, Not in universe, Not in universe, Full-time schedules,5,1,3, Single, Not in universe,Delaware, Nonfamily householder, Householder, Not in universe under 1 year old,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,26,95,0
1, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In unIverse Or childRen, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,3,0,2, Nonfiler, Northeast,Massachusetts, Child <18 never marr not in subfamily, Child under 18 never married, No,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
55, Private,13,2, High school graduate,1535, Not in universe, Married-civilian spouse present,  manufacturIng-durable gooDs, Executive admin and managerial, White, All other, Male, No, Not in universe, Full-time schedules,2,0,6, Joint both under 65, Not in universe,Minnesota, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,1
7, Not in universe,0,0, Some college but no degree,0, College or university, Never married,  nOt In univeRse Or chiLdren, Not in universe, White, All other, Female, Not in universe, New entrant, Not in labor force,0,0,1, Single, Not in universe,Pennsylvania, Child 18+ never marr Not in a subfamily, Child 18 or older, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,20,95,0
26,Not in universe,0,0,11th grade,0,High school,Never married, nOt In univeRse Or childRen,Not in universe,White,All other,Female,Not in universe,New entrant,Not in labor force,1,0,2,Nonfiler,Not in universe,Maryland,Child <18 never marr not in subfamily,Nonrelative of householder,Not in universe under 1 year old,0,Mother only present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
79,Not in universe,0,0,Children,1,Not in universe,Never married, nOt In uNiverse Or cHildren,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,4,0,5,Nonfiler,Not in universe,Alaska,Child <18 never marr not in subfamily,Nonrelative of householder,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
33,Private,30,34,Some college but no degree,1,Not in universe,Married-civilian spouse present, busineSs aNd repaIr serVices,Precision production craft & repair,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Full-time schedules,1,0,4,Joint both under 65,Not in universe,Nevada,Householder,Householder,Not in universe under 1 year old,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
45, Private,30,25, High school graduate,0, Not in universe, Never married,  persoNal serVices eXcept pRivate Hh, Precision production craft & repair, White, All other, Male,Not in universe, Not in universe, Children or Armed Forces,7,0,5, Single, South,Washington, Nonfamily householder, Householder, No,6, Not in universe, ?, ?, United-States, Foreign born- U S citizen by naturalization,0, Not in universe,2,52,94,0
19,Not in universe,0,0,High school graduate,0,Not in universe,Never married, nOt In uniVerse Or chIldren,Not in universe,Black,All other,Female,Not in universe,New entrant,Children or Armed Forces,0,0,7,Nonfiler,South,North Carolina,Other Rel 18+ ever marr not in subfamily,Child 18 or older,Yes,0,Mother only present,Peru,United-States,United-States,Native- Born in Puerto Rico or U S Outlying,0,Not in universe,2,0,94,0
48, Self-employed-not incorporated,47,3, High school graduate,0, Not in universe, Married-civilian spouse present,  socIal sErvices, Executive admin and managerial, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,9,0,7, Joint both under 65, South,Illinois, Spouse of householder, Spouse of householder, Yes,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,18,94,0
16,Not in universe,0,0,11th grade,1,High school,Never married, nOt In uniVerse Or chilDren,Not in universe,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,2,0,8,Nonfiler,Not in universe,Florida,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
51,Private,43,12,Masters degree(MA MS MEng MEd MSW MBA),0,Not in universe,Married-civilian spouse present, educatiOn,Professional specialty,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,5787,Joint both under 65,Not in universe,Georgia,Spouse of householder,Spouse of householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,1
0, Not in universe,0,0, Children,1, Not in universe, Never married,  nOt In uNiverse Or chilDren, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,12,0,7, Nonfiler, Not in universe,Georgia, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, Puerto-Rico, Jamaica, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
39, Private,33,17, High school graduate,0, Not in universe, Married-civilian spouse present,  whOlesale trAde, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Full-time schedules,4,0,4, Joint both under 65, Not in universe,Utah, Householder, Householder, Not in universe under 1 year old,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,49,95,0
45, Private,30,40, High school graduate,1849, Not in universe, Married-civilian spouse present,  mAnufacturing-nondurable goOds, Machine operators assmblrs & inspctrs, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,1,0,7, Joint both under 65, Not in universe,Massachusetts, Householder, Householder, No,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,48,94,0
17,Private,4,36,High school graduate,0,Not in universe,Never married, aGriculture,Farming forestry and fishing,Black,All other,Male,Not in universe,Re-entrant,Unemployed full-time,0,0,0,Nonfiler,Not in universe,Ohio,Child 18+ never marr Not in a subfamily,Child 18 or older,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
3,Not in universe,0,0,Children,1,Not in universe,Never married, nOt In univerSe Or cHildren,Not in universe,Black,All other,Male,Not in universe,Not in universe,Children or Armed Forces,1,0,4,Nonfiler,Not in universe,Michigan,Grandchild <18 never marr child of subfamily RP,Other relative of householder,Not in universe under 1 year old,0,Neither parent present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,95,0
48, Local government,43,24, High school graduate,0, Not in universe, Married-civilian spouse present,  eduCation, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Full-time schedules,0,1,7, Joint both under 65, Not in universe,Montana, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
32, Private,36,36, High school graduate,0, Not in universe, Married-civilian spouse present,  traNsportation, Precision production craft & repair, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,2,0,1, Joint both under 65, South,Vermont, Householder, Group Quarters- Secondary individual, No,1, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,94,0
9, Private,35,27, High school graduate,760, High school, Never married,  retAil traDe, Adm support including clerical, White, All other, Male, Not in universe, Not in universe, PT for non-econ reasons usually FT,0,0,6, Single, Not in universe,North Carolina, Child 18+ never marr Not in a subfamily, Child 18 or older, Not in universe under 1 year old,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,0
25, Local government,44,8, 10th grade,0, Not in universe, Married-civilian spouse present,  hOspital serviCes, Professional specialty, White, All other, Female, Not in universe, Not in universe, Unemployed part- time,0,0,9, Joint both under 65, Not in universe,North Dakota, Spouse of householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,19,95,0
58,Federal government,50,27,High school graduate,0,Not in universe,Married-civilian spouse present, publIc adMinistration,Adm support including clerical,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,6,Joint both under 65,Midwest,Arkansas,Child 18+ never marr Not in a subfamily,Spouse of householder,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
1, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In univErse Or chilDren, Not in universe, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,5, Nonfiler, Not in universe,Idaho, Other Rel <18 never marr child of subfamily RP, Other relative of householder, No,0, Not in universe, Dominican-Republic, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
28,Private,44,25,Some college but no degree,0,Not in universe,Married-civilian spouse present, educAtion,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,PT for non-econ reasons usually FT,0,1,5,Joint both under 65,Not in universe,New Mexico,Spouse of householder,Spouse of householder,Not in universe under 1 year old,2,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
13,Not in universe,0,0,Children,0,Not in universe,Never married, nOt In uNiverse Or chIldren,Not in universe,White,,Male,Not in universe,Not in universe,Children or Armed Forces,4,0,1,Nonfiler,Northeast,North Dakota,Child <18 never marr not in subfamily,Child under 18 never married,No,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
9, Private,32,43, Children,0, Not in universe, Never married,  retaIl trAde, Sales, White, All other, Male, No, Not in universe, Children or Armed Forces,4,0,7, Nonfiler, Not in universe,Nevada, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,6, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,52,95,0
57, Not in universe,0,0, High school graduate,0, Not in universe, Never married,  nOt In uNiverse Or chilDren, Not in universe, White,Chicano, Male, Not in universe, Not in universe, Not in labor force,0,0,0, Nonfiler, Not in universe,West Virginia, Nonfamily householder, Householder, Not in universe under 1 year old,0, Not in universe, Mexico, Mexico, United-States, Foreign born- Not a citizen of U S ,0, Not in universe,2,0,95,0
47,Private,43,8,High school graduate,0,Not in universe,Married-civilian spouse present, eDucation,Professional specialty,White,Mexican-American,Female,Not in universe,Not in universe,Children or Armed Forces,0,0,5,Joint both under 65,Not in universe,South Dakota,Spouse of householder,Spouse of householder,Yes,5,Not in universe,Canada,Cuba,United-States,Native- Born in the United States,2,Not in universe,2,39,94,0
52,Federal government,50,26,High school graduate,0,Not in universe,Married-civilian spouse present, publIc adminiStration,Adm support including clerical,White,All other,Female,Not in universe,Not in universe,Children or Armed Forces,0,1,2,Joint both under 65,Midwest,New Hampshire,Spouse of householder,Spouse of householder,No,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,94,0
24,Private,33,38,High school graduate,0,Not in universe,Married-civilian spouse present, tranSportation,Adm support including clerical,White,All other,Female,Not in universe,Re-entrant,Children or Armed Forces,2,0,6,Joint both under 65,Not in universe,Mississippi,Spouse of householder,Spouse of householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,38,94,0
10, Private,33,26, High school graduate,0, College or university, Never married, reTail traDe, Sales, Asian or Pacific Islander, All other, Female, Not in universe, Not in universe, Full-time schedules,0,0,5, Nonfiler, Not in universe,Rhode Island, Child 18+ never marr Not in a subfamily, Child 18 or older, Not in universe under 1 year old,2, Not in universe,Iran, Nicaragua,Poland, Foreign born- U S citizen by naturalization,0, Not in universe,2,0,95,1
20,Private,37,33,Some college but no degree,0,Not in universe,Never married, edUcation,Professional specialty,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,5,Single,Not in universe,Hawaii,Other Rel 18+ never marr not in subfamily,Other relative of householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,26,95,0
48, Private,43,2, Some college but no degree,0, Not in universe, Married-civilian spouse present,  medicAl excePt hoSpital, Professional specialty, White, All other, Male, Not in universe, Not in universe, Full-time schedules,2529,0,4, Joint both under 65, Not in universe,Nebraska, Householder, Householder, Not in universe under 1 year old,6, Not in universe, China, China, Vietnam, Foreign born- Not a citizen of U S ,0, Not in universe,2,52,95,0
50,Private,10,33,High school graduate,0,Not in universe,Never married, fiNance insuranCe aNd rEal esTate,Transportation and material moving,White,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,4,Single,Not in universe,Maine,Nonfamily householder,Householder,Yes,4,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,1
42, Private,44,30, Associates degree-occup /vocational,0, Not in universe, Married-civilian spouse present,  educatiOn, Professional specialty, White, All other, Female, No, Not in universe, Full-time schedules,6,0,5, Joint both under 65, Not in universe,Utah, Spouse of householder, Spouse of householder, Not in universe under 1 year old,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
10, Private,0,29, 11th grade,0, College or university, Never married,  nOt In univeRse Or chilDren, Other service, White, All other, Male, Not in universe, Other job loser, Children or Armed Forces,2,0,5, Single, Midwest,North Carolina, Child 18+ never marr Not in a subfamily, Child 18 or older, No,3, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,25,94,0
57, Not in universe,0,0, High school graduate,0, Not in universe, Married-civilian spouse present,  nOt In univeRse Or chIldren, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,5,0,2, Joint both under 65, Not in universe,Alabama, Householder, Householder, Yes,0, Not in universe, Italy, Poland, Portugal, Foreign born- U S citizen by naturalization,0, Not in universe,2,0,94,0
20,Private,11,2,Some college but no degree,1,Not in universe,Never married, manufaCturing-durable gooDs,Executive admin and managerial,Black,All other,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,3,Single,Not in universe,Maryland,Child 18+ never marr Not in a subfamily,Other relative of householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
43, Private,42,24, Some college but no degree,0, Not in universe, Married-civilian spouse present,  wholesaLe trAde, Sales, White, All other, Male, Not in universe, Not in universe,PT for econ reasons usually PT,0,0,3, Joint both under 65, Not in universe,West Virginia, Spouse of householder, Spouse of householder, Not in universe under 1 year old,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,52,95,0
19,Private,33,30,Some college but no degree,746,Not in universe,Never married, retAil traDe,Professional specialty,White,All other,Male,Not in universe,Not in universe,Full-time schedules,0,0,4,Single,Not in universe,Indiana,Child 18+ never marr Not in a subfamily,Child 18 or older,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
55, Private,33,29, High school graduate,675, Not in universe, Married-civilian spouse present,  retAil trAde, Sales, White, All other, Female, No, Not in universe, Full-time schedules,2,0,7, Joint both under 65, Not in universe,Wisconsin, Householder, Spouse of householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,1, Not in universe,2,52,95,0
57,Private,42,29,High school graduate,0,Not in universe,Widowed, soCial serviCes,Other service,Black,All other,Male,Not in universe,Not in universe,PT for non-econ reasons usually FT,7,0,5,Head of household,Not in universe,Nebraska,Nonfamily householder,Other relative of householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,26,95,0
43, Private,33,27, High school graduate,0, Not in universe, Married-civilian spouse present,  reTail traDe, Adm support including clerical, Other, All other, Female, Not in universe, Not in universe, PT for non-econ reasons usually FT,0,0,10, Joint both under 65, Not in universe,Alabama, Spouse of householder, Spouse of householder, Not in universe under 1 year old,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,48,95,0
22,Private,29,27,Some college but no degree,0,College or university,Divorced, educAtion,Private household services,White,,Male,Not in universe, Job loser - on layoff,Children or Armed Forces,0,0,5,Single,Midwest,New York,Child 18+ never marr Not in a subfamily,Nonrelative of householder,Yes,5,Not in universe,Italy,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,94,0
51,Private,42,6,Some college but no degree,0,Not in universe,Married-civilian spouse present, finaNce inSurance aNd reAl esTate,Professional specialty,Asian or Pacific Islander,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,0,Single,Not in universe,Virginia,Other Rel 18+ never marr not in subfamily,Other relative of householder,Not in universe under 1 year old,2,Not in universe,Dominican-Republic,China,Vietnam,Foreign born- Not a citizen of U S,0,Not in universe,2,52,95,0
3, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In uniVerse Or chIldren, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,2,0,5, Nonfiler, Not in universe,Washington, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
45,Private,28,35,Some college but no degree,1,Not in universe,Married-civilian spouse present, transportatIon,Precision production craft & repair,White,Mexican-American,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,5,Joint both under 65,Not in universe,Delaware,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,3,95,0
56,Self-employed-incorporated,33,3,Associates degree-academic program,1,Not in universe,Married-civilian spouse present, busIness aNd repAir servIces,Protective services,White,All other,Male,Not in universe,Not in universe,Full-time schedules,1,0,0,Joint both under 65,Not in universe,Kansas,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,2,Not in universe,2,52,95,1
18, Private,11,35, High school graduate,0, Not in universe, Never married,  manufactUring-durable gooDs, Protective services, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,1,0,3, Single, Not in universe,Connecticut, Secondary individual, Other relative of householder, Yes,6, Not in universe, Portugal, Iran, United-States, Native- Born in the United States,0, Not in universe,2,52,94,1
74,Not in universe,0,0,High school graduate,1,Not in universe,Divorced, nOt In uniVerse Or chiLdren,Not in universe,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,11,0,0,Nonfiler,Not in universe,South Carolina,Householder,Householder,Yes,0,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,94,0
7, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In univerSe Or chiLdren, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,0, Nonfiler, Not in universe,Arizona, Grandchild <18 never marr not in subfamily, Other relative of householder, Yes,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
19, Private,29,36, High school graduate,1, Not in universe, Never married,  educatIon, Professional specialty, White, NA, Male, No, Not in universe, PT for non-econ reasons usually FT,5,0,4, Single, Not in universe,Colorado, Householder, Householder, Not in universe under 1 year old,6, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,52,95,0
24,Local government,0,0,11th grade,0,High school,Divorced, consTruction,Not in universe,White,Central or South American,Male,Not in universe,Not in universe,Children or Armed Forces,8,0,0,Nonfiler,Not in universe,Delaware,Other Rel 18+ ever marr RP of subfamily,Nonrelative of householder,Yes,0,Not in universe,Puerto-Rico,Cuba,Taiwan,Foreign born- U S citizen by naturalization,0,Not in universe,2,0,94,0
2, Not in universe,0,0, Children,1, Not in universe, Never married,  nOt In univeRse Or cHildren, Not in universe, White, All other, Male, Not in universe, Not in universe, Not in labor force,7,0,13, Nonfiler, Not in universe,New York, Child <18 never marr not in subfamily, Child under 18 never married, Not in universe under 1 year old,0, Both parents present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,95,0
25,Not in universe,0,0,10th grade,0,High school,Never married, nOt In univeRse Or cHildren,Not in universe,White,All other,Male,Not in universe,Not in universe,Not in labor force,6,0,5,Nonfiler,Not in universe,North Dakota,Child <18 never marr not in subfamily,Child under 18 never married,Not in universe under 1 year old,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
78, Not in universe,0,0, Bachelors degree(BA AB BS),0, Not in universe, Married-civilian spouse present,  nOt In uNiverse Or chilDren, Not in universe, White, All other, Male, Not in universe, Not in universe, Children or Armed Forces,7,0,3, Joint both under 65, Not in universe,Maine, Householder, Householder, Yes,0, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,11,94,1
32, Private,33,30, High school graduate,0, Not in universe, Married-civilian spouse present,  fInance inSurance aNd reAl eState, Transportation and material moving, Black, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,6, Joint both under 65, Not in universe,North Dakota, Spouse of householder, Spouse of householder, Yes,5, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,48,94,0
40,Private,36,8,Some college but no degree,0,Not in universe,Married-civilian spouse present, sociAl servIces,Private household services,White,All other,Female,Not in universe,Not in universe,Full-time schedules,0,0,5,Joint both under 65,Not in universe,Oklahoma,Spouse of householder,Householder,Not in universe under 1 year old,6,Not in universe,Taiwan,China,China,Foreign born- U S citizen by naturalization,0,Not in universe,2,38,95,0
0,Not in universe,0,0,Children,0,Not in universe,Never married, nOt In univErse Or chiLdren,Not in universe,Other,Mexican-American,Female,Not in universe,Not in universe,Children or Armed Forces,3,0,0,Nonfiler,Northeast,Connecticut,Child <18 never marr not in subfamily,Child under 18 never married,No,0,Mother only present,Mexico,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
56, Local government,51,27, Masters degree(MA MS MEng MEd MSW MBA),0, Not in universe, Married-civilian spouse present,  puBlic administraTion, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,8, Joint both under 65, Not in universe,Nebraska, Spouse of householder, Spouse of householder, Yes,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,2,39,94,0
2,Not in universe,0,0,Children,0,Not in universe,Never married, nOt In uNiverse Or chiLdren,Not in universe,White,Central or South American,Male,Not in universe,Not in universe,Children or Armed Forces,0,0,2,Nonfiler,Not in universe,New Mexico,Child <18 never marr not in subfamily,Child under 18 never married,Yes,0,Both parents present,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,0,0,94,0
0, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In unIverse Or chilDren, Not in universe, Amer Indian Aleut or Eskimo, All other, Male, Not in universe, Not in universe, Children or Armed Forces,0,0,3, Nonfiler, Not in universe,Massachusetts, Child 18+ ever marr Not in a subfamily, Other relative of householder, Yes,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
43,Federal government,43,10,Bachelors degree(BA AB BS),0,Not in universe,Married-civilian spouse present, manufacturing-duRable gOods,Professional specialty,White,All other,Male,Not in universe,Not in universe,Full-time schedules,0,0,6,Joint both under 65,Not in universe,Maine,Householder,Householder,Not in universe under 1 year old,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,95,0
26, Not in universe,0,0, High school graduate,0, Not in universe, Never married,  nOt In uNiverse Or childRen, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,2, Nonfiler, Northeast,Kansas, Other Rel <18 never marr not in subfamily, Other relative of householder, No,0, Neither parent present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
13, State government,48,26, Some college but no degree,0, College or university, Married-civilian spouse present,  soCial seRvices, Adm support including clerical, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,0,0,12, Joint both under 65, Not in universe,Rhode Island, Spouse of householder, Spouse of householder, Yes,2, Not in universe, United-States, United-States, United-States, Native- Born in the United States,2, Not in universe,2,17,94,0
62,Private,22,36,High school graduate,1668,Not in universe,Married-civilian spouse present, mAnufacturing-durable goOds,Machine operators assmblrs & inspctrs,White,All other,Male,Not in universe,Not in universe,Children or Armed Forces,6,0,7,Joint both under 65,Not in universe,Connecticut,Householder,Householder,Yes,6,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
53,Private,33,26,High school graduate,996,Not in universe,Married-civilian spouse present, retAil trAde,Adm support including clerical,White,All other,Female,No,Not in universe,Children or Armed Forces,0,0,6,Joint both under 65,South,Ohio,Spouse of householder,Spouse of householder,No,5,Not in universe,United-States,United-States,United-States,Native- Born in the United States,0,Not in universe,2,52,94,0
42,Not in universe,0,0,12th grade no diploma,0,Not in universe,Never married, nOt In univErse Or childrEn,Not in universe,White,All other,Male,Not in universe,Not in universe,Not in labor force,0,0,4,Nonfiler,Not in universe,South Dakota,Other Rel <18 never marr child of subfamily RP,Other relative of householder,Not in universe under 1 year old,0,Neither parent present,India,United-States,United-States,Native- Born in the United States,0,Not in universe,2,0,95,0
37,Private,38,25,5th or 6th grade,0,Not in universe,Married-civilian spouse present, businEss aNd rEpair serviCes,Machine operators assmblrs & inspctrs,White,Mexican (Mexicano),Male,Not in universe,Not in universe,Children or Armed Forces,0,0,0,Joint both under 65,Not in universe,Illinois,Spouse of householder,Spouse of householder,Yes,3,Not in universe,Mexico,Mexico,Mexico,Foreign born- Not a citizen of U S,0,Not in universe,2,0,94,0
12, Not in universe,0,0, Children,0, Not in universe, Never married,  nOt In unIverse Or chiLdren, Not in universe, White, All other, Female, Not in universe, Not in universe, Children or Armed Forces,13,0,8, Nonfiler, Not in universe,Wyoming, Child <18 never marr not in subfamily, Child under 18 never married, Yes,0, Mother only present, United-States, United-States, United-States, Native- Born in the United States,0, Not in universe,0,0,94,0
